"year","species","bio_total_kg","port","timeseries","maxbio","index","metric"
2003,"shortbelly rockfish",68912.2633223416,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0222168571723813,"Scaled biomass index"
2004,"shortbelly rockfish",86706.2770713111,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0279535293251312,"Scaled biomass index"
2005,"shortbelly rockfish",52332.0703627701,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0168715128009406,"Scaled biomass index"
2006,"shortbelly rockfish",46320.3857799029,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0149333855170023,"Scaled biomass index"
2007,"shortbelly rockfish",57234.251879444,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0184519436464577,"Scaled biomass index"
2008,"shortbelly rockfish",25381.0532439511,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.00818268342410767,"Scaled biomass index"
2009,"shortbelly rockfish",18031.6166595791,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.00581327375708356,"Scaled biomass index"
2010,"shortbelly rockfish",45024.25947001,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0145155229811346,"Scaled biomass index"
2011,"shortbelly rockfish",30395.7097365338,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.00979937545674541,"Scaled biomass index"
2012,"shortbelly rockfish",110387.46480719,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0355881873705274,"Scaled biomass index"
2013,"shortbelly rockfish",158332.58791614,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0510453774390249,"Scaled biomass index"
2014,"shortbelly rockfish",227402.498446687,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0733130590269669,"Scaled biomass index"
2015,"shortbelly rockfish",101541.578510078,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.032736332229639,"Scaled biomass index"
2016,"shortbelly rockfish",92755.3694936873,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0299037166487116,"Scaled biomass index"
2017,"shortbelly rockfish",158912.911154218,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0512324698065164,"Scaled biomass index"
2018,"shortbelly rockfish",70785.8233825296,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0228208805240216,"Scaled biomass index"
2019,"shortbelly rockfish",113401.254768792,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0365598132887077,"Scaled biomass index"
2021,"shortbelly rockfish",212794.409387158,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0686035078883123,"Scaled biomass index"
2022,"shortbelly rockfish",89000.9554422425,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0286933184303747,"Scaled biomass index"
2023,"shortbelly rockfish",78737.7384369479,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0253845252585523,"Scaled biomass index"
2024,"shortbelly rockfish",52135.7749489633,"CRS","Shortbelly rockfish CRS",3101800.70869832,0.0168082284599265,"Scaled biomass index"
2003,"shortbelly rockfish",133704.832272565,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0431055521709114,"Scaled biomass index"
2004,"shortbelly rockfish",148601.254531098,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0479080600228049,"Scaled biomass index"
2005,"shortbelly rockfish",116114.004529909,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0374343858405515,"Scaled biomass index"
2006,"shortbelly rockfish",72263.9541569956,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0232974200935435,"Scaled biomass index"
2007,"shortbelly rockfish",89535.5764047507,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0288656766869864,"Scaled biomass index"
2008,"shortbelly rockfish",44745.3529311695,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0144256053606832,"Scaled biomass index"
2009,"shortbelly rockfish",30139.3579819289,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.00971672934931304,"Scaled biomass index"
2010,"shortbelly rockfish",82176.9243368555,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0264932960091242,"Scaled biomass index"
2011,"shortbelly rockfish",53025.8546119032,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0170951842467519,"Scaled biomass index"
2012,"shortbelly rockfish",166017.224480577,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0535228533590241,"Scaled biomass index"
2013,"shortbelly rockfish",224798.215375883,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0724734554175211,"Scaled biomass index"
2014,"shortbelly rockfish",372367.90171036,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.12004894468756,"Scaled biomass index"
2015,"shortbelly rockfish",168339.464767489,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0542715282433903,"Scaled biomass index"
2016,"shortbelly rockfish",172205.985101841,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0555180687846667,"Scaled biomass index"
2017,"shortbelly rockfish",215915.84702412,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0696098387038961,"Scaled biomass index"
2018,"shortbelly rockfish",138515.709645934,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0446565471654893,"Scaled biomass index"
2019,"shortbelly rockfish",131868.255486776,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0425134519819345,"Scaled biomass index"
2021,"shortbelly rockfish",258597.335518812,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0833700678427317,"Scaled biomass index"
2022,"shortbelly rockfish",129522.947784382,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0417573403156312,"Scaled biomass index"
2023,"shortbelly rockfish",123008.642483759,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0396571714419976,"Scaled biomass index"
2024,"shortbelly rockfish",107228.138135037,"ERK","Shortbelly rockfish ERK",3101800.70869832,0.0345696413810016,"Scaled biomass index"
2003,"shortbelly rockfish",754406.641323173,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.243215703448518,"Scaled biomass index"
2004,"shortbelly rockfish",1013183.49944332,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.326643648188638,"Scaled biomass index"
2005,"shortbelly rockfish",538114.459992165,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.173484537057182,"Scaled biomass index"
2006,"shortbelly rockfish",434859.443471839,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.140195803764043,"Scaled biomass index"
2007,"shortbelly rockfish",397956.896285389,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.12829866701926,"Scaled biomass index"
2008,"shortbelly rockfish",246113.197573325,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.0793452644727158,"Scaled biomass index"
2009,"shortbelly rockfish",188045.717281165,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.0606246935058828,"Scaled biomass index"
2010,"shortbelly rockfish",227258.527140411,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.0732666436315893,"Scaled biomass index"
2011,"shortbelly rockfish",307439.216328921,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.0991163666533363,"Scaled biomass index"
2012,"shortbelly rockfish",564038.979898549,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.181842430532957,"Scaled biomass index"
2013,"shortbelly rockfish",733744.82927211,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.236554472121463,"Scaled biomass index"
2014,"shortbelly rockfish",797239.387934907,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.257024697202249,"Scaled biomass index"
2015,"shortbelly rockfish",908544.506723932,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.292908730137342,"Scaled biomass index"
2016,"shortbelly rockfish",749258.467317207,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.241555966254078,"Scaled biomass index"
2017,"shortbelly rockfish",685474.322520482,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.220992380522134,"Scaled biomass index"
2018,"shortbelly rockfish",541559.928390068,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.174595333243488,"Scaled biomass index"
2019,"shortbelly rockfish",833327.716320009,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.26865933519943,"Scaled biomass index"
2021,"shortbelly rockfish",1371944.76112719,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.442305902271502,"Scaled biomass index"
2022,"shortbelly rockfish",458036.166059975,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.147667825587735,"Scaled biomass index"
2023,"shortbelly rockfish",469790.778014375,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.151457434611112,"Scaled biomass index"
2024,"shortbelly rockfish",568239.849444444,"BRG","Shortbelly rockfish BRG",3101800.70869832,0.183196763045073,"Scaled biomass index"
2003,"shortbelly rockfish",1209959.82796034,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.390083032919322,"Scaled biomass index"
2004,"shortbelly rockfish",1457606.07355876,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.469922541919353,"Scaled biomass index"
2005,"shortbelly rockfish",2814871.59607611,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.907495954908523,"Scaled biomass index"
2006,"shortbelly rockfish",992594.194340789,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.320005792621453,"Scaled biomass index"
2007,"shortbelly rockfish",689087.911381922,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.222157377632137,"Scaled biomass index"
2008,"shortbelly rockfish",992699.073969989,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.320039605119111,"Scaled biomass index"
2009,"shortbelly rockfish",451880.117647278,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.145683156361426,"Scaled biomass index"
2010,"shortbelly rockfish",3101800.70869832,"MRO","Shortbelly rockfish MRO",3101800.70869832,1,"Scaled biomass index"
2011,"shortbelly rockfish",2540319.84418955,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.818982288921974,"Scaled biomass index"
2012,"shortbelly rockfish",1632306.00331082,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.526244641937627,"Scaled biomass index"
2013,"shortbelly rockfish",1873178.85461419,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.603900453488606,"Scaled biomass index"
2014,"shortbelly rockfish",2846084.45753022,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.917558774665633,"Scaled biomass index"
2015,"shortbelly rockfish",1004031.72915682,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.323693178075958,"Scaled biomass index"
2016,"shortbelly rockfish",614258.413571027,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.198032843260521,"Scaled biomass index"
2017,"shortbelly rockfish",1516024.14859368,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.488756142308667,"Scaled biomass index"
2018,"shortbelly rockfish",1296663.16639393,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.418035614847118,"Scaled biomass index"
2019,"shortbelly rockfish",730102.3718943,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.235380167993027,"Scaled biomass index"
2021,"shortbelly rockfish",1020454.70415164,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.328987836417086,"Scaled biomass index"
2022,"shortbelly rockfish",692671.10344577,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.223312575015966,"Scaled biomass index"
2023,"shortbelly rockfish",747414.436591888,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.240961462964377,"Scaled biomass index"
2024,"shortbelly rockfish",1704186.83874081,"MRO","Shortbelly rockfish MRO",3101800.70869832,0.549418547091628,"Scaled biomass index"
2003,"canary rockfish",10143129.4809628,"BLL","Canary rockfish BLL",12365167.5771511,0.820298586143361,"Scaled biomass index"
2004,"canary rockfish",10179753.0721435,"BLL","Canary rockfish BLL",12365167.5771511,0.823260421553377,"Scaled biomass index"
2005,"canary rockfish",9879703.9633525,"BLL","Canary rockfish BLL",12365167.5771511,0.798994748895168,"Scaled biomass index"
2006,"canary rockfish",8311410.13375018,"BLL","Canary rockfish BLL",12365167.5771511,0.672163161711483,"Scaled biomass index"
2007,"canary rockfish",9171013.71562457,"BLL","Canary rockfish BLL",12365167.5771511,0.741681312315669,"Scaled biomass index"
2008,"canary rockfish",8255199.57022426,"BLL","Canary rockfish BLL",12365167.5771511,0.667617282072149,"Scaled biomass index"
2009,"canary rockfish",9543169.51832196,"BLL","Canary rockfish BLL",12365167.5771511,0.771778421827154,"Scaled biomass index"
2010,"canary rockfish",10023267.9504333,"BLL","Canary rockfish BLL",12365167.5771511,0.810605104046853,"Scaled biomass index"
2011,"canary rockfish",10535289.0512816,"BLL","Canary rockfish BLL",12365167.5771511,0.852013447092236,"Scaled biomass index"
2012,"canary rockfish",11366751.1572345,"BLL","Canary rockfish BLL",12365167.5771511,0.91925573077056,"Scaled biomass index"
2013,"canary rockfish",11017057.0949198,"BLL","Canary rockfish BLL",12365167.5771511,0.890975154698075,"Scaled biomass index"
2014,"canary rockfish",11512128.7463936,"BLL","Canary rockfish BLL",12365167.5771511,0.931012756160801,"Scaled biomass index"
2015,"canary rockfish",10876464.0694907,"BLL","Canary rockfish BLL",12365167.5771511,0.879605068158453,"Scaled biomass index"
2016,"canary rockfish",11967686.4375611,"BLL","Canary rockfish BLL",12365167.5771511,0.967854771307388,"Scaled biomass index"
2017,"canary rockfish",12112536.1110378,"BLL","Canary rockfish BLL",12365167.5771511,0.979569102922621,"Scaled biomass index"
2018,"canary rockfish",11762647.9863888,"BLL","Canary rockfish BLL",12365167.5771511,0.95127283257563,"Scaled biomass index"
2019,"canary rockfish",10306271.8970306,"BLL","Canary rockfish BLL",12365167.5771511,0.833492294603028,"Scaled biomass index"
2021,"canary rockfish",9309960.7889754,"BLL","Canary rockfish BLL",12365167.5771511,0.752918286864043,"Scaled biomass index"
2022,"canary rockfish",10697193.8932776,"BLL","Canary rockfish BLL",12365167.5771511,0.865107070044435,"Scaled biomass index"
2023,"canary rockfish",11461008.7288671,"BLL","Canary rockfish BLL",12365167.5771511,0.926878560873311,"Scaled biomass index"
2024,"canary rockfish",12100846.516689,"BLL","Canary rockfish BLL",12365167.5771511,0.978623738108453,"Scaled biomass index"
2003,"canary rockfish",8733632.04417561,"AST","Canary rockfish AST",12365167.5771511,0.706309234362017,"Scaled biomass index"
2004,"canary rockfish",8588618.44597987,"AST","Canary rockfish AST",12365167.5771511,0.694581645771652,"Scaled biomass index"
2005,"canary rockfish",8864992.00336981,"AST","Canary rockfish AST",12365167.5771511,0.716932621257066,"Scaled biomass index"
2006,"canary rockfish",6267838.6369837,"AST","Canary rockfish AST",12365167.5771511,0.506894758835755,"Scaled biomass index"
2007,"canary rockfish",8479788.15426199,"AST","Canary rockfish AST",12365167.5771511,0.68578028573841,"Scaled biomass index"
2008,"canary rockfish",7361890.71817449,"AST","Canary rockfish AST",12365167.5771511,0.595373307497921,"Scaled biomass index"
2009,"canary rockfish",6502199.51005998,"AST","Canary rockfish AST",12365167.5771511,0.525848070354909,"Scaled biomass index"
2010,"canary rockfish",9295603.49284014,"AST","Canary rockfish AST",12365167.5771511,0.751757178771842,"Scaled biomass index"
2011,"canary rockfish",8559501.72820903,"AST","Canary rockfish AST",12365167.5771511,0.69222690875825,"Scaled biomass index"
2012,"canary rockfish",9715694.29104369,"AST","Canary rockfish AST",12365167.5771511,0.785730903396472,"Scaled biomass index"
2013,"canary rockfish",9325546.20577984,"AST","Canary rockfish AST",12365167.5771511,0.754178715944943,"Scaled biomass index"
2014,"canary rockfish",11835218.4099789,"AST","Canary rockfish AST",12365167.5771511,0.957141772332191,"Scaled biomass index"
2015,"canary rockfish",11400333.8500976,"AST","Canary rockfish AST",12365167.5771511,0.921971641626891,"Scaled biomass index"
2016,"canary rockfish",11464310.7486464,"AST","Canary rockfish AST",12365167.5771511,0.927145602929853,"Scaled biomass index"
2017,"canary rockfish",12365167.5771511,"AST","Canary rockfish AST",12365167.5771511,1,"Scaled biomass index"
2018,"canary rockfish",11036532.2143169,"AST","Canary rockfish AST",12365167.5771511,0.892550153118076,"Scaled biomass index"
2019,"canary rockfish",9738732.39150643,"AST","Canary rockfish AST",12365167.5771511,0.787594048422126,"Scaled biomass index"
2021,"canary rockfish",9625434.64854002,"AST","Canary rockfish AST",12365167.5771511,0.778431395165751,"Scaled biomass index"
2022,"canary rockfish",9751832.80379935,"AST","Canary rockfish AST",12365167.5771511,0.788653509380595,"Scaled biomass index"
2023,"canary rockfish",9034851.10551733,"AST","Canary rockfish AST",12365167.5771511,0.730669523817238,"Scaled biomass index"
2024,"canary rockfish",9765381.57566469,"AST","Canary rockfish AST",12365167.5771511,0.789749230225525,"Scaled biomass index"
2003,"canary rockfish",4652138.41906841,"COS","Canary rockfish COS",12365167.5771511,0.37622930623802,"Scaled biomass index"
2004,"canary rockfish",3974877.13957455,"COS","Canary rockfish COS",12365167.5771511,0.321457603770733,"Scaled biomass index"
2005,"canary rockfish",4150797.98635854,"COS","Canary rockfish COS",12365167.5771511,0.335684733786267,"Scaled biomass index"
